,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,HTML Reference
3152,Ja Morant,2020,2023,G,6-3,174,"August 10, 1999",Murray State,/players/m/moranja01.html
3153,Eric Moreland,2015,2019,F-C,6-10,238,"December 24, 1991",Oregon State,/players/m/moreler01.html
3154,Jackie Moreland,1961,1970,F-G,6-7,215,"March 11, 1938",Louisiana Tech,/players/m/morelja01.html
3155,Guy Morgan,1983,1983,G,6-8,205,"August 23, 1960",Wake Forest,/players/m/morgagu01.html
3156,Juwan Morgan,2020,2022,F,6-7,232,"April 17, 1997",Indiana,/players/m/morgaju01.html
3157,Rex Morgan,1971,1972,G,6-5,190,"October 27, 1948",Jacksonville University,/players/m/morgare01.html
3158,Elmore Morgenthaler,1947,1949,C,6-9,230,"August 3, 1922","New Mexico Tech, Boston College",/players/m/morgeel01.html
3159,Darren Morningstar,1994,1994,C,6-10,235,"April 22, 1969","United States Naval Academy, Pitt",/players/m/mornida01.html
3160,Chris Morris,1989,1999,F,6-8,210,"January 20, 1966",Auburn,/players/m/morrich01.html
3161,Darius Morris,2012,2015,G,6-4,190,"January 3, 1991",Michigan,/players/m/morrida01.html
3162,Isaiah Morris,1993,1993,F,6-8,229,"April 2, 1969",Arkansas,/players/m/morriis01.html
3163,Jaylen Morris,2018,2022,G,6-5,185,"September 19, 1995",Molloy,/players/m/morrija01.html
3164,Marcus Morris,2012,2023,F,6-8,218,"September 2, 1989",Kansas,/players/m/morrima03.html
3165,Markieff Morris,2012,2023,F,6-9,245,"September 2, 1989",Kansas,/players/m/morrima02.html
3166,Max Morris,1950,1950,F-C,6-2,195,"March 14, 1925",Northwestern,/players/m/morrima01.html
3167,Monte Morris,2018,2023,G,6-2,183,"June 27, 1995",Iowa State,/players/m/morrimo01.html
3168,Randolph Morris,2007,2010,C,6-10,266,"January 2, 1986",Kentucky,/players/m/morrira01.html
3169,Terence Morris,2002,2006,F,6-9,221,"January 11, 1979",Maryland,/players/m/morrite01.html
3170,Adam Morrison,2007,2010,F,6-8,205,"July 19, 1984",Gonzaga,/players/m/morriad01.html
3171,John Morrison,1968,1968,G,6-2,190,"May 2, 1945",Canisius,/players/m/morrijo01.html
3172,Mike Morrison,1990,1990,G,6-4,195,"August 16, 1967",Loyola (MD),/players/m/morrimi01.html
3173,Red Morrison,1955,1958,F-C,6-8,220,"April 26, 1932",Idaho,/players/m/morrire01.html
3174,Anthony Morrow,2009,2017,G,6-5,210,"September 27, 1985",Georgia Tech,/players/m/morroan01.html
3175,Dwayne Morton,1995,1995,F,6-7,195,"August 8, 1971",Louisville,/players/m/mortodw01.html
3176,John Morton,1990,1992,G,6-3,180,"May 18, 1967",Seton Hall,/players/m/mortojo01.html
3177,Richard Morton,1989,1989,G,6-3,190,"February 2, 1966",Cal State Fullerton,/players/m/mortori01.html
3178,Glenn Mosley,1978,1979,F,6-8,195,"December 26, 1955",Seton Hall,/players/m/moslegl01.html
3179,Perry Moss,1986,1987,G,6-2,185,"November 11, 1958",Northeastern University,/players/m/mosspe01.html
3180,Lawrence Moten,1996,1998,G,6-5,185,"March 25, 1972",Syracuse,/players/m/motenla01.html
3181,Donatas Motiejūnas,2013,2019,F-C,7-0,222,"September 20, 1990",,/players/m/motiedo01.html
3182,Johnathan Motley,2018,2020,F,6-8,230,"May 4, 1995",Baylor,/players/m/motlejo01.html
3183,Hanno Möttölä,2001,2002,C,6-11,247,"September 9, 1976",Utah,/players/m/mottoha01.html
3184,Arnett Moultrie,2013,2014,F,6-11,249,"November 18, 1990","Texas-El Paso, Mississippi State",/players/m/moultar01.html
3185,Rick Mount,1971,1975,G,6-3,175,"January 5, 1947",Purdue,/players/m/mountri01.html
3186,Alonzo Mourning,1993,2008,C,6-10,240,"February 8, 1970",Georgetown,/players/m/mournal01.html
3187,Timofey Mozgov,2011,2018,C,7-1,275,"July 16, 1986",,/players/m/mozgoti01.html
3188,Chuck Mrazovich,1951,1951,F,6-5,185,"February 26, 1924",Eastern Kentucky University,/players/m/mrazoch01.html
3189,Emmanuel Mudiay,2016,2022,G,6-3,200,"March 5, 1996",,/players/m/mudiaem01.html
3190,Erwin Mueller,1967,1974,C-F,6-8,230,"March 12, 1944",San Francisco,/players/m/mueller01.html
3191,Shabazz Muhammad,2014,2018,F-G,6-6,223,"November 13, 1992",UCLA,/players/m/muhamsh01.html
3192,Mychal Mulder,2020,2022,G-F,6-3,184,"June 12, 1994","Vincennes University, Kentucky",/players/m/muldemy01.html
3193,Joe Mullaney,1950,1950,G,6-0,165,"November 17, 1924",Holy Cross,/players/m/mullajo01.html
3194,Bob Mullens,1947,1947,G,6-1,175,"November 1, 1922",Fordham,/players/m/mullebo01.html
3195,Byron Mullens,2010,2014,C,7-0,275,"February 14, 1989",Ohio State,/players/m/mulleby01.html
3196,Chris Mullin,1986,2001,F-G,6-6,200,"July 30, 1963",St. John's,/players/m/mullich01.html
3197,Jeff Mullins,1965,1976,G-F,6-4,190,"March 18, 1942",Duke,/players/m/mullije01.html
3198,Todd Mundt,1996,1996,C,7-0,250,"May 17, 1970","Memphis, Delta State University",/players/m/mundtto01.html
3199,Xavier Munford,2016,2018,G,6-2,180,"June 1, 1992",Rhode Island,/players/m/munfoxa02.html
3200,Chris Munk,1991,1991,F,6-9,225,"August 5, 1967",USC,/players/m/munkch01.html
3201,George Munroe,1947,1948,G,5-11,170,"January 5, 1922",Dartmouth College,/players/m/munroge01.html
3202,Eric Murdock,1992,2000,G,6-1,190,"June 14, 1968",Providence,/players/m/murdoer01.html
3203,Gheorghe Mureșan,1994,2000,C,7-7,303,"February 14, 1971",,/players/m/muresgh01.html
3204,Ade Murkey,2022,2022,G,6-5,200,"January 29, 1998",Denver,/players/m/murkead01.html
3205,Allen Murphy,1976,1977,G,6-5,190,"July 15, 1952",Louisville,/players/m/murphal01.html
3206,Calvin Murphy,1971,1983,G,5-9,165,"May 9, 1948",Niagara University,/players/m/murphca01.html
3207,Dick Murphy,1947,1947,G,6-1,175,"March 10, 1921",Manhattan College,/players/m/murphdi01.html
3208,Erik Murphy,2014,2014,F,6-10,230,"October 26, 1990",Florida,/players/m/murpher01.html
3209,Jay Murphy,1985,1988,F,6-9,220,"June 26, 1962",Boston College,/players/m/murphja01.html
3210,John Murphy,1947,1947,F,6-2,175,"September 13, 1924",,/players/m/murphjo01.html
3211,Kevin Murphy,2013,2013,G,6-5,185,"March 6, 1990",Tennessee Technological University,/players/m/murphke01.html
3212,Ronnie Murphy,1988,1988,F,6-5,225,"July 29, 1964",Jacksonville University,/players/m/murphro01.html
3213,Tod Murphy,1988,1994,C-F,6-9,220,"December 24, 1963","University of California, Irvine",/players/m/murphto01.html
3214,Trey Murphy III,2022,2023,F,6-9,206,"June 18, 2000","Rice University, Virginia",/players/m/murphtr02.html
3215,Troy Murphy,2002,2013,F-C,6-11,245,"May 2, 1980",Notre Dame,/players/m/murphtr01.html
3216,Dejounte Murray,2017,2023,G,6-4,180,"September 19, 1996",Washington,/players/m/murrade01.html
3217,Jamal Murray,2017,2023,G,6-3,215,"February 23, 1997",Kentucky,/players/m/murraja01.html
3218,Keegan Murray,2023,2023,F,6-8,215,"August 19, 2000",Iowa,/players/m/murrake02.html
3219,Ken Murray,1951,1955,G-F,6-2,190,"April 20, 1928",St. Bonaventure,/players/m/murrake01.html
3220,Lamond Murray,1995,2006,F,6-7,236,"April 20, 1973",California,/players/m/murrala01.html
3221,Ronald Murray,2003,2010,G,6-4,190,"July 29, 1979","Meridian Community College, Shaw",/players/m/murraro01.html
3222,Tracy Murray,1993,2004,F,6-7,225,"July 25, 1971",UCLA,/players/m/murratr01.html
3223,Willie Murrell,1968,1970,F,6-6,225,"September 13, 1941",Kansas State,/players/m/murrewi01.html
3224,Dorie Murrey,1967,1972,F-C,6-8,215,"September 7, 1943",Detroit Mercy,/players/m/murredo01.html
3225,Toure' Murry,2014,2015,G-F,6-5,195,"November 8, 1989",Wichita State,/players/m/murryto01.html
3226,Džanan Musa,2019,2020,G-F,6-9,217,"May 8, 1999",,/players/m/musadz01.html
3227,Mike Muscala,2014,2023,F-C,6-10,240,"July 1, 1991",Bucknell,/players/m/muscami01.html
3228,Angelo Musi,1947,1949,G,5-9,145,"July 25, 1918",Temple,/players/m/musian01.html
3229,Jerrod Mustaf,1991,1994,F-C,6-10,238,"October 28, 1969",Maryland,/players/m/mustaje01.html
3230,Dikembe Mutombo,1992,2009,C,7-2,245,"June 25, 1966",Georgetown,/players/m/mutomdi01.html
3231,Martin Müürsepp,1997,1998,F,6-9,235,"September 26, 1974",,/players/m/muursma01.html
3232,Pete Myers,1987,1998,G-F,6-6,180,"September 15, 1963",Little Rock,/players/m/myerspe01.html
3233,Svi Mykhailiuk,2019,2023,G-F,6-7,205,"June 10, 1997",Kansas,/players/m/mykhasv01.html
3234,Hamady N'Diaye,2011,2014,C,7-0,235,"January 12, 1987",Rutgers University,/players/n/ndiayha01.html
3235,Makhtar N'Diaye,1999,1999,F,6-8,245,"December 12, 1973","Michigan, UNC",/players/n/ndiayma01.html
3236,Mamadou N'Diaye,2001,2005,C,7-0,255,"June 16, 1975",Auburn,/players/n/ndiayma02.html
3237,Boniface N'Dong,2006,2006,C,7-0,198,"March 9, 1977",,/players/n/ndongbo01.html
3238,Bob Naber,1953,1953,F,6-3,185,"September 3, 1929",Louisville,/players/n/naberbo01.html
3239,Boris Nachamkin,1955,1955,F,6-6,210,"December 6, 1933",NYU,/players/n/nachabo01.html
3240,Boštjan Nachbar,2003,2008,F,6-9,221,"July 3, 1980",,/players/n/nachbbo01.html
3241,Abdel Nader,2018,2022,F,6-5,225,"September 25, 1993","Northern Illinois, Iowa State",/players/n/naderab01.html
3242,Jerry Nagel,1950,1950,G,6-0,190,"May 18, 1928",Loyola Chicago,/players/n/nagelje01.html
3243,Fritz Nagy,1949,1949,G-F,6-2,185,"January 3, 1924",University of Akron,/players/n/nagyfr01.html
3244,Lee Nailon,2001,2006,F,6-9,238,"February 22, 1975","Butler County Community College, TCU",/players/n/nailole01.html
3245,Eduardo Nájera,2001,2012,F,6-8,240,"July 11, 1976",Oklahoma,/players/n/najered01.html
3246,Larry Nance,1982,1994,F-C,6-10,205,"February 12, 1959",Clemson,/players/n/nancela01.html
3247,Larry Nance Jr.,2016,2023,F-C,6-7,245,"January 1, 1993",Wyoming,/players/n/nancela02.html
3248,Shabazz Napier,2015,2020,G,6-0,175,"July 14, 1991",UConn,/players/n/napiesh01.html
3249,Paul Napolitano,1949,1949,F-G,6-2,185,"February 3, 1923",San Francisco,/players/n/napolpa01.html
3250,Bob Nash,1973,1979,F,6-8,195,"August 24, 1950",Hawaii,/players/n/nashbo01.html
3251,Cotton Nash,1965,1968,F,6-5,215,"July 24, 1942",Kentucky,/players/n/nashco01.html
3252,Steve Nash,1997,2014,G,6-3,195,"February 7, 1974",Santa Clara,/players/n/nashst01.html
3253,Swen Nater,1974,1984,C,6-11,240,"January 14, 1950",UCLA,/players/n/natersw01.html
3254,Howard Nathan,1996,1996,G,5-11,175,"January 21, 1972","DePaul, Louisiana-Monroe",/players/n/nathaho01.html
3255,Calvin Natt,1980,1990,F,6-6,220,"January 8, 1957",Louisiana-Monroe,/players/n/nattca01.html
3256,Kenny Natt,1981,1985,G,6-3,185,"October 5, 1958",Louisiana-Monroe,/players/n/nattke01.html
3257,Willie Naulls,1957,1966,F-C,6-6,225,"October 7, 1934",UCLA,/players/n/naullwi01.html
3258,Juan Carlos Navarro,2008,2008,G,6-3,170,"June 13, 1980",,/players/n/navarju01.html
3259,Maurice Ndour,2017,2017,F,6-9,200,"June 18, 1992",Ohio University,/players/n/ndourma01.html
3260,Craig Neal,1989,1991,G,6-5,165,"February 16, 1964",Georgia Tech,/players/n/nealcr01.html
3261,Gary Neal,2011,2017,G,6-4,210,"October 3, 1984","La Salle, Towson University",/players/n/nealga01.html
3262,Jim Neal,1954,1955,C,6-11,235,"May 21, 1930",Wofford College,/players/n/nealji01.html
3263,Lloyd Neal,1973,1979,C-F,6-7,225,"December 10, 1950",Tennessee State,/players/n/nealll01.html
3264,Ed Nealy,1983,1993,F,6-7,238,"February 19, 1960",Kansas State,/players/n/nealyed01.html
3265,Nemanja Nedović,2014,2014,G,6-3,192,"June 16, 1991",,/players/n/nedovne01.html
3266,Al Negratti,1947,1947,F-C,6-3,200,"June 12, 1921",Seton Hall,/players/n/negraal01.html
3267,Barry Nelson,1972,1972,C,6-10,230,"September 19, 1949",Duquesne,/players/n/nelsoba01.html
3268,DeMarcus Nelson,2009,2009,G,6-4,200,"November 2, 1985",Duke,/players/n/nelsode01.html
3269,Don Nelson,1963,1976,F,6-6,210,"May 15, 1940",Iowa,/players/n/nelsodo01.html
3270,Jameer Nelson,2005,2018,G,6-0,190,"February 9, 1982",Saint Joseph's,/players/n/nelsoja01.html
3271,Louie Nelson,1974,1978,G,6-3,190,"May 28, 1951",Washington,/players/n/nelsolo01.html
3272,Ron Nelson,1971,1971,G,6-2,175,"October 7, 1946",New Mexico,/players/n/nelsoro01.html
3273,Andrew Nembhard,2023,2023,G,6-5,193,"January 16, 2000","Florida, Gonzaga",/players/n/nembhan01.html
3274,RJ Nembhard Jr.,2022,2022,G,6-5,200,"March 22, 1999",TCU,/players/n/nembhrj01.html
3275,Ruben Nembhard,1997,1997,G,6-3,208,"February 20, 1972",Weber State,/players/n/nembhru01.html
3276,Dick Nemelka,1971,1971,G,6-0,175,"October 1, 1943",BYU,/players/n/nemeldi01.html
3277,Tyrone Nesby,1999,2002,F,6-6,225,"January 31, 1976","Vincennes University, UNLV",/players/n/nesbyty01.html
3278,Aaron Nesmith,2021,2023,G-F,6-5,215,"October 16, 1999",Vanderbilt,/players/n/nesmiaa01.html
3279,Martin Nessley,1988,1988,C,7-2,260,"February 16, 1965",Duke,/players/n/nesslma01.html
3280,Rasho Nesterović,1999,2010,C,7-0,248,"May 30, 1976",,/players/n/nestera01.html
3281,Raul Neto,2016,2023,G,6-1,180,"May 19, 1992",,/players/n/netora01.html
3282,Bob Netolicky,1968,1976,F-C,6-9,220,"August 2, 1942",Drake University,/players/n/netolbo01.html
3283,Johnny Neumann,1972,1978,G-F,6-6,200,"September 11, 1951",Ole Miss,/players/n/neumajo01.html
3284,Paul Neumann,1962,1967,G,6-1,175,"January 30, 1938",Stanford,/players/n/neumapa01.html
3285,Chuck Nevitt,1983,1994,C,7-5,217,"June 13, 1959",NC State,/players/n/nevitch01.html
3286,Melvin Newbern,1993,1993,G,6-4,200,"June 11, 1967",Minnesota,/players/n/newbeme01.html
3287,Ivano Newbill,1995,1998,F,6-9,245,"December 12, 1970",Georgia Tech,/players/n/newbiiv01.html
3288,Ira Newble,2001,2008,F,6-7,220,"January 20, 1975",Miami University,/players/n/newblir01.html
3289,Mike Newlin,1972,1982,G-F,6-4,200,"January 2, 1949",Utah,/players/n/newlimi01.html
3290,Johnny Newman,1987,2002,F-G,6-7,190,"November 28, 1963",Richmond,/players/n/newmajo01.html
3291,Malik Newman,2020,2022,G,6-3,190,"February 21, 1997","Mississippi State, Kansas",/players/n/newmama01.html
3292,Dave Newmark,1969,1971,C,7-0,240,"September 11, 1946",Columbia University,/players/n/newmada01.html
3293,Bill Newton,1973,1974,C,6-9,220,"December 22, 1950",LSU,/players/n/newtobi01.html
3294,Georges Niang,2017,2023,F,6-7,230,"June 17, 1993",Iowa State,/players/n/niangge01.html
3295,Demetris Nichols,2008,2009,F,6-8,216,"September 4, 1984",Syracuse,/players/n/nichode01.html
3296,Jack Nichols,1949,1958,C-F,6-7,222,"April 9, 1926",Washington,/players/n/nichoja01.html
3297,Andrew Nicholson,2013,2017,F,6-9,250,"December 8, 1989",St. Bonaventure,/players/n/nichoan01.html
3298,Gaylon Nickerson,1997,1997,G,6-3,190,"February 5, 1969","Wichita State, Butler County Community College, Kansas State, Northwestern Oklahoma State University",/players/n/nickega01.html
3299,Carl Nicks,1981,1983,G,6-1,175,"October 6, 1958",Indiana State University,/players/n/nicksca01.html
3300,Rich Niemann,1969,1972,C,7-0,245,"July 2, 1946",Saint Louis,/players/n/niemari01.html
3301,Richie Niemiera,1949,1950,G-F,6-1,165,"May 26, 1921",Notre Dame,/players/n/niemiri01.html
3302,Mike Niles,1981,1981,F,6-6,225,"March 31, 1955",Cal State Fullerton,/players/n/nilesmi01.html
3303,Kurt Nimphius,1982,1990,C-F,6-10,218,"March 13, 1958",Arizona State,/players/n/nimphku01.html
3304,Daishen Nix,2022,2023,G,6-5,224,"February 13, 2002",,/players/n/nixda01.html
3305,Dyron Nix,1990,1990,F,6-7,210,"February 11, 1967",Tennessee,/players/n/nixdy01.html
3306,Norm Nixon,1978,1989,G,6-2,170,"October 11, 1955",Duquesne,/players/n/nixonno01.html
3307,Zeke Nnaji,2021,2023,F,6-9,240,"January 9, 2001",Arizona,/players/n/nnajize01.html
3308,Joakim Noah,2008,2020,C,6-11,230,"February 25, 1985",Florida,/players/n/noahjo01.html
3309,Chuck Noble,1956,1962,G,6-4,190,"July 24, 1931",Louisville,/players/n/noblech01.html
3310,Andrés Nocioni,2005,2012,F,6-7,225,"November 30, 1979",,/players/n/nocioan01.html
3311,David Noel,2007,2007,F,6-6,230,"February 27, 1984",UNC,/players/n/noelda01.html
3312,Nerlens Noel,2015,2022,C-F,6-11,220,"April 10, 1994",Kentucky,/players/n/noelne01.html
3313,Paul Noel,1948,1952,F,6-4,185,"August 17, 1924",Kentucky,/players/n/noelpa01.html
3314,Lucas Nogueira,2015,2018,C,7-0,241,"July 26, 1992",,/players/n/noguelu01.html
3315,Jim Nolan,1950,1950,C,6-8,210,"June 9, 1927",Georgia Tech,/players/n/nolanji01.html
3316,Paul Nolen,1954,1954,C,6-10,,"September 3, 1929",Texas Tech,/players/n/nolenpa01.html
3317,Jeff Nordgaard,1998,1998,F,6-7,225,"February 23, 1973",Green Bay,/players/n/nordgje01.html
3318,Bevo Nordmann,1962,1965,C,6-10,225,"December 11, 1939",Saint Louis,/players/n/nordmbe01.html
3319,Johnny Norlander,1947,1951,F,6-3,180,"March 5, 1921",Hamline University,/players/n/norlajo01.html
3320,Connie Norman,1975,1979,G,6-3,175,"September 24, 1953",Arizona,/players/n/normaco01.html
3321,Ken Norman,1988,1997,F,6-8,215,"September 5, 1964",Illinois,/players/n/normake01.html
3322,Audie Norris,1983,1985,C,6-9,230,"December 18, 1960",Jackson State University,/players/n/norriau01.html
3323,Moochie Norris,1997,2006,G,6-1,175,"July 27, 1973","Auburn, University of West Florida",/players/n/norrimo01.html
3324,Sylvester Norris,1980,1980,C,6-11,220,"February 18, 1957",Jackson State University,/players/n/norrisy01.html
3325,Zach Norvell,2020,2020,G,6-5,206,"December 9, 1997",Gonzaga,/players/n/norveza01.html
3326,Willie Norwood,1972,1978,F,6-7,220,"August 8, 1947",Alcorn State,/players/n/norwowi01.html
3327,George Nostrand,1947,1950,C-F,6-8,195,"January 25, 1924",Wyoming,/players/n/nostrge01.html
3328,Stan Noszka,1947,1949,G,6-1,185,"September 9, 1920",Duquesne,/players/n/noszkst01.html
3329,Mike Novak,1949,1954,C-F,6-9,219,"April 23, 1915",Loyola Chicago,/players/n/novakmi01.html
3330,Steve Novak,2007,2017,F,6-10,225,"June 13, 1983",Marquette,/players/n/novakst01.html
3331,Jaylen Nowell,2020,2023,G,6-4,201,"July 9, 1999",Washington,/players/n/nowelja01.html
3332,Mel Nowell,1963,1968,G,6-2,170,"December 27, 1939",Ohio State,/players/n/nowelme01.html
3333,Dirk Nowitzki,1999,2019,F,7-0,245,"June 19, 1978",,/players/n/nowitdi01.html
3334,Frank Ntilikina,2018,2022,G,6-4,200,"July 28, 1998",,/players/n/ntilila01.html
3335,Kendrick Nunn,2020,2023,G,6-2,190,"August 3, 1995","Illinois, Oakland",/players/n/nunnke01.html
3336,James Nunnally,2014,2021,F,6-7,208,"July 14, 1990",UC Santa Barbara,/players/n/nunnaja01.html
3337,Jusuf Nurkić,2015,2023,C,6-11,290,"August 23, 1994",,/players/n/nurkiju01.html
3338,Dennis Nutt,1987,1987,G,6-2,170,"March 25, 1963",TCU,/players/n/nuttde01.html
3339,David Nwaba,2017,2022,G,6-5,219,"January 14, 1993",Cal Poly,/players/n/nwabada01.html
3340,Jordan Nwora,2021,2023,F,6-8,225,"September 9, 1998",Louisville,/players/n/nworajo01.html
3341,Julius Nwosu,1995,1995,C,6-10,255,"May 1, 1971",Liberty,/players/n/nwosuju01.html
3342,Charles O'Bannon,1998,1999,G-F,6-5,209,"February 22, 1975",UCLA,/players/o/obannch01.html
3343,Ed O'Bannon,1996,1997,F,6-8,222,"August 14, 1972",UCLA,/players/o/obanned01.html
3344,John O'Boyle,1953,1953,G,6-2,185,"March 7, 1928",Colorado State,/players/o/oboyljo01.html
3345,Bob O'Brien,1948,1949,F,6-4,190,"January 26, 1927",Pepperdine,/players/o/obriebo01.html
3346,J.J. O'Brien,2016,2016,F,6-7,228,"April 8, 1992",San Diego State,/players/o/obriejj01.html
3347,Jim O'Brien,1974,1975,F,6-7,200,"November 7, 1951",Maryland,/players/o/obrieji02.html
3348,Jimmy O'Brien,1972,1975,G,6-1,170,"April 9, 1950",Boston College,/players/o/obrieji01.html
3349,Ralph O'Brien,1952,1953,G,5-9,160,"April 8, 1928",Butler,/players/o/obriera01.html
3350,Johnny O'Bryant,2015,2018,F-C,6-9,257,"June 1, 1993",LSU,/players/o/obryajo01.html
3351,Patrick O'Bryant,2007,2010,C,7-0,260,"June 20, 1986",Bradley,/players/o/obryapa01.html
3352,Dermie O'Connell,1949,1950,G,6-0,174,"April 13, 1928",Holy Cross,/players/o/oconnde01.html
3353,Andy O'Donnell,1950,1950,G,6-1,180,"March 10, 1925",Loyola (MD),/players/o/odonnan01.html
3354,Buddy O'Grady,1947,1949,G,5-11,160,"January 19, 1920",Georgetown,/players/o/ogradbu01.html
3355,Fran O'Hanlon,1971,1971,G,6-1,175,"August 24, 1948",Villanova,/players/o/ohanlfr01.html
3356,Dick O'Keefe,1948,1951,G-F,6-2,185,"September 29, 1923",Santa Clara,/players/o/okeefdi01.html
3357,Tommy O'Keefe,1951,1951,G,6-2,185,"June 3, 1928",Georgetown,/players/o/okeefto01.html
3358,Mike O'Koren,1981,1988,F-G,6-7,207,"February 7, 1958",UNC,/players/o/okoremi01.html
3359,Grady O'Malley,1970,1970,F,6-5,205,"April 25, 1948",Manhattan College,/players/o/omallgr01.html
3360,Jermaine O'Neal,1997,2014,C-F,6-11,226,"October 13, 1978",,/players/o/onealje01.html
3361,Shaquille O'Neal,1993,2011,C,7-1,325,"March 6, 1972",LSU,/players/o/onealsh01.html
3362,Royce O'Neale,2018,2023,F,6-4,226,"June 5, 1993","Denver, Baylor",/players/o/onealro01.html
3363,Mike O'Neill,1953,1953,F,6-3,210,"August 11, 1928",California,/players/o/oneilmi01.html
3364,Kyle O'Quinn,2013,2020,F-C,6-9,250,"March 26, 1990",Norfolk State,/players/o/oquinky01.html
3365,Kevin O'Shea,1951,1953,G,6-2,175,"July 10, 1925",Notre Dame,/players/o/osheake01.html
3366,Garland O'Shields,1947,1947,G-F,6-1,195,"May 23, 1921",Tennessee,/players/o/oshiega01.html
